datatime,maxvoltagebatterysubseq,maxvoltagebatterysingleseq,maxbatterysinglevoltageval,minvoltagebatterysubseq,minvoltagebatterysingleseq,minbatterysinglevoltageval,maxtmpsubseq,maxtmptrobesingleseq,maxtmpval,mintmpsubseq,mintmpprobesingleseq,mintmpval
2018-01-06 23:05:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:05:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:06:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:06:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:07:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:07:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:08:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:08:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:09:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:09:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:10:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:10:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:11:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:11:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:12:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:12:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:13:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:13:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:14:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:14:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:15:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:15:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:16:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:16:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:17:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:17:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:18:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:18:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:19:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:19:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:20:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:20:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:21:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:21:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:22:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:22:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:23:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:23:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:24:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:24:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:25:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:25:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:26:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:26:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:27:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:28:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:28:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:29:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:29:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:30:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:30:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:31:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:31:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:32:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:32:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:33:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:33:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:34:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:34:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:35:06,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:35:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:36:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:36:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:37:06,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:37:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:38:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:38:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:39:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:39:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:40:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:40:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:41:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:41:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:42:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:42:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:43:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:43:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:44:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:44:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:45:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:45:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:46:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:46:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:47:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:47:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:48:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:48:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:49:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:49:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:50:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:50:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:51:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:51:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:52:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:52:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:53:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:53:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:54:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:54:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:55:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:55:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:56:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:56:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:57:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:57:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:58:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:58:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:59:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-06 23:59:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:00:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:00:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:01:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:01:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:02:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:02:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:02:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:03:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:03:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:04:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:04:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:06:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:06:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:07:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:07:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:08:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:08:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:09:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:09:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:10:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:10:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:11:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:11:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:12:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:12:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:13:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:13:56,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:14:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:14:56,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:15:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:15:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:16:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:16:56,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:17:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:17:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:18:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:18:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:19:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:19:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:20:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:20:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:21:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:21:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:22:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:22:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:23:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:23:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:24:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:24:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:25:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:25:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:26:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:26:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:27:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:27:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:28:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:28:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:29:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:29:52,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:30:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:30:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:31:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:31:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:32:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:32:51,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:33:21,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:33:51,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:34:21,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:34:52,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:35:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:35:51,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:36:21,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:36:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:37:20,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:37:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:38:20,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:38:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:39:20,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:39:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:40:20,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:40:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:41:20,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:41:50,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:42:19,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:42:49,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:43:19,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:43:49,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:45:48,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:46:18,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:46:48,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:47:18,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:47:48,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:48:18,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:48:47,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:49:17,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:49:47,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:50:17,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:50:48,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:51:18,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:51:48,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:52:16,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:52:46,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:53:16,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:53:46,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:54:17,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:54:47,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:55:16,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:55:46,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:56:15,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:56:45,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:57:15,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:57:45,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:58:16,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:58:45,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:59:15,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 00:59:45,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:00:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:00:45,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:01:15,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:01:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:02:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:02:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:03:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:03:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:04:14,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:04:44,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:05:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:05:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:06:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:06:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:07:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:07:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:08:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:08:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:09:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:09:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:10:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:10:43,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:11:13,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:11:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:12:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:12:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:13:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:13:42,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:14:12,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:14:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:15:11,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:15:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:16:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:16:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:17:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:17:41,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:18:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:18:40,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:19:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:19:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:20:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:20:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:21:10,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:21:39,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:22:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:23:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:24:09,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:24:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:25:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:26:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:26:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:27:08,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:27:38,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:28:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:28:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:29:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:29:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:30:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:30:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:31:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:31:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:32:06,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:32:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:33:06,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:33:37,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:34:07,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:34:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:35:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:35:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:36:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:36:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:37:06,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:37:36,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:38:05,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:38:35,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:39:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:39:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:40:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:40:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:41:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:41:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:42:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
