datatime,maxvoltagebatterysubseq,maxvoltagebatterysingleseq,maxbatterysinglevoltageval,minvoltagebatterysubseq,minvoltagebatterysingleseq,minbatterysinglevoltageval,maxtmpsubseq,maxtmptrobesingleseq,maxtmpval,mintmpsubseq,mintmpprobesingleseq,mintmpval
2018-01-07 01:42:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:43:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:43:34,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:44:04,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:44:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:45:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:45:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:46:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:46:33,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:47:03,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:47:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:48:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:48:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:49:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:49:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:50:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:50:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:51:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:51:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:52:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:52:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:53:02,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:53:32,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:54:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:54:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:55:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:55:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:56:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:56:31,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:57:01,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:57:30,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:58:00,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:58:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:58:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:59:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 01:59:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:00:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:00:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:01:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:01:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:02:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:02:59,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:03:29,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:03:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:04:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:04:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:05:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:05:58,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:06:28,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:06:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:07:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:07:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:08:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:08:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:09:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:09:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:10:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:10:56,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:11:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:11:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:12:27,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:12:57,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:13:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:13:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:14:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:14:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:15:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:15:56,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:16:26,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:16:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:17:25,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:17:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:18:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:18:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:19:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:19:55,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:20:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:20:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:21:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:21:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:22:24,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:22:54,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:23:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:23:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:24:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:24:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:25:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:25:53,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:26:23,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:26:52,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:27:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:27:52,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:28:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:28:52,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:29:22,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:29:51,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:30:21,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 02:30:51,1,124,3.205,1,174,3.1839999999999997,1,,18,1,9,15
2018-01-07 11:20:48,1,75,3.347,1,32,3.321,1,,20,1,1,17
2018-01-07 11:21:18,1,182,3.33,1,35,3.293,1,,20,1,1,17
2018-01-07 11:21:48,1,75,3.295,1,188,3.2430000000000003,1,,20,1,1,17
2018-01-07 11:22:18,1,80,3.299,1,2,3.2910000000000004,1,,20,1,1,17
2018-01-07 11:22:48,1,128,3.304,1,36,3.292,1,,20,1,1,17
2018-01-07 11:23:18,1,47,3.298,1,185,3.2,1,,20,1,1,17
2018-01-07 11:23:47,1,18,3.306,1,95,3.3,1,,20,1,1,17
2018-01-07 11:24:16,1,47,3.3110000000000004,1,1,3.306,1,,20,1,1,17
2018-01-07 11:24:46,1,80,3.306,1,176,3.284,1,,20,1,1,17
2018-01-07 11:25:16,1,80,3.303,1,201,3.2939999999999996,1,,20,1,1,17
2018-01-07 11:25:46,1,144,3.303,1,41,3.261,1,,20,1,1,17
2018-01-07 11:26:16,1,82,3.3110000000000004,1,1,3.306,1,,20,1,1,17
2018-01-07 11:26:46,1,47,3.3139999999999996,1,11,3.3089999999999997,1,,20,1,1,17
2018-01-07 11:27:16,1,82,3.295,1,208,3.227,1,,20,1,1,17
2018-01-07 11:27:45,1,80,3.3080000000000003,1,1,3.298,1,,20,1,1,17
2018-01-07 11:28:15,1,47,3.3110000000000004,1,4,3.306,1,,20,1,1,17
2018-01-07 11:28:45,1,80,3.315,1,10,3.3089999999999997,1,,20,1,1,17
2018-01-07 11:29:15,1,80,3.3160000000000003,1,1,3.31,1,,20,1,1,17
2018-01-07 11:29:46,1,80,3.2969999999999997,1,214,3.242,1,,20,1,1,17
2018-01-07 11:30:16,1,78,3.298,1,96,3.248,1,,20,1,1,17
2018-01-07 11:30:46,1,80,3.31,1,4,3.303,1,,20,1,1,17
2018-01-07 11:31:15,1,80,3.287,1,10,3.222,1,,20,1,1,17
2018-01-07 11:31:44,1,56,3.3080000000000003,1,190,3.221,1,,20,1,1,17
2018-01-07 11:32:14,1,80,3.305,1,6,3.26,1,,20,1,1,17
2018-01-07 11:32:44,1,59,3.322,1,48,3.2939999999999996,1,,20,1,1,17
2018-01-07 11:33:14,1,152,3.304,1,166,3.24,1,,20,1,1,17
2018-01-07 11:33:45,1,212,3.304,1,166,3.2230000000000003,1,,20,1,8,17
2018-01-07 11:34:15,1,169,3.3139999999999996,1,6,3.3,1,,20,1,8,17
2018-01-07 11:34:44,1,80,3.3110000000000004,1,1,3.305,1,,20,1,8,17
2018-01-07 11:35:14,1,80,3.3139999999999996,1,1,3.3080000000000003,1,,20,1,8,17
2018-01-07 11:35:43,1,24,3.3110000000000004,1,14,3.25,1,,20,1,8,17
2018-01-07 11:36:13,1,69,3.315,1,102,3.27,1,,20,1,8,17
2018-01-07 11:36:43,1,80,3.312,1,175,3.305,1,,20,1,8,17
2018-01-07 11:37:13,1,30,3.2969999999999997,1,10,3.234,1,,20,1,8,17
2018-01-07 11:37:43,1,52,3.302,1,115,3.272,1,,20,1,8,17
2018-01-07 11:38:13,1,186,3.3080000000000003,1,118,3.25,1,,20,1,8,17
2018-01-07 11:38:43,1,80,3.31,1,6,3.303,1,,20,1,8,17
2018-01-07 11:39:13,1,82,3.3139999999999996,1,1,3.3080000000000003,1,,20,1,8,17
2018-01-07 11:39:43,1,59,3.315,1,7,3.3089999999999997,1,,20,1,8,17
2018-01-07 11:40:13,1,33,3.298,1,1,3.221,1,,20,1,8,17
2018-01-07 11:40:43,1,82,3.306,1,147,3.273,1,,20,1,8,17
2018-01-07 11:41:13,1,60,3.3360000000000003,1,2,3.2560000000000002,1,,20,1,8,17
2018-01-07 11:41:43,1,80,3.3089999999999997,1,1,3.3,1,,20,1,1,18
2018-01-07 11:42:12,1,80,3.312,1,1,3.306,1,,20,1,1,18
2018-01-07 11:42:42,1,59,3.3139999999999996,1,1,3.3089999999999997,1,,20,1,8,17
2018-01-07 11:43:12,1,78,3.315,1,64,3.295,1,,20,1,8,17
2018-01-07 11:43:42,1,82,3.306,1,166,3.238,1,,20,1,8,17
2018-01-07 11:44:12,1,171,3.326,1,98,3.2119999999999997,1,,20,1,9,17
2018-01-07 11:44:42,1,190,3.304,1,10,3.2689999999999997,1,,20,1,1,18
2018-01-07 11:45:12,1,144,3.3080000000000003,1,175,3.299,1,,20,1,1,18
2018-01-07 11:45:41,1,80,3.312,1,21,3.282,1,,20,1,1,18
2018-01-07 11:46:11,1,3,3.3160000000000003,1,104,3.19,1,,20,1,8,17
2018-01-07 11:46:41,1,82,3.305,1,18,3.272,1,,20,1,1,18
2018-01-07 11:47:11,1,131,3.292,1,108,3.25,1,,20,1,1,18
2018-01-07 11:47:41,1,42,3.3169999999999997,1,118,3.262,1,,20,1,1,18
2018-01-07 11:48:11,1,78,3.3080000000000003,1,1,3.302,1,,20,1,1,18
2018-01-07 11:48:41,1,80,3.312,1,1,3.306,1,,20,1,1,18
2018-01-07 11:49:10,1,80,3.3139999999999996,1,1,3.3089999999999997,1,,20,1,1,18
2018-01-07 11:49:40,1,59,3.304,1,91,3.266,1,,20,1,9,17
2018-01-07 11:50:10,1,135,3.305,1,37,3.272,1,,20,1,1,18
2018-01-07 11:50:40,1,82,3.306,1,2,3.299,1,,20,1,1,18
2018-01-07 11:51:11,1,80,3.312,1,2,3.306,1,,20,1,1,18
2018-01-07 11:51:41,1,80,3.315,1,1,3.3089999999999997,1,,20,1,1,18
2018-01-07 11:52:11,1,80,3.3160000000000003,1,6,3.31,1,,20,1,1,18
2018-01-07 11:52:40,1,51,3.305,1,9,3.267,1,,20,1,9,17
2018-01-07 11:53:09,1,66,3.3089999999999997,1,96,3.1860000000000004,1,,20,1,1,18
2018-01-07 11:53:39,1,109,3.298,1,50,3.2289999999999996,1,,20,1,1,18
2018-01-07 11:54:09,1,182,3.312,1,36,3.236,1,,20,1,1,18
2018-01-07 11:54:39,1,80,3.3089999999999997,1,177,3.302,1,,20,1,1,18
2018-01-07 11:55:10,1,80,3.312,1,1,3.306,1,,20,1,1,18
2018-01-07 11:55:40,1,12,3.3139999999999996,1,50,3.2110000000000003,1,,20,1,1,18
2018-01-07 11:56:09,1,80,3.31,1,175,3.295,1,,20,1,1,18
2018-01-07 11:56:39,1,80,3.31,1,1,3.304,1,,20,1,1,18
2018-01-07 11:57:08,1,52,3.312,1,175,3.306,1,,20,1,1,18
2018-01-07 11:57:38,1,66,3.322,1,147,3.302,1,,20,1,1,18
2018-01-07 11:58:08,1,66,3.31,1,1,3.304,1,,20,1,1,18
2018-01-07 11:58:38,1,80,3.3139999999999996,1,175,3.3080000000000003,1,,20,1,1,18
2018-01-07 11:59:08,1,52,3.312,1,65,3.267,1,,20,1,1,18
2018-01-07 11:59:38,1,72,3.3139999999999996,1,47,3.267,1,,20,1,1,18
2018-01-07 12:00:08,1,75,3.304,1,96,3.298,1,,20,1,7,18
2018-01-07 12:00:38,1,66,3.306,1,175,3.299,1,,20,1,7,18
2018-01-07 12:01:08,1,66,3.3110000000000004,1,1,3.306,1,,20,1,7,18
2018-01-07 12:01:38,1,66,3.3139999999999996,1,1,3.3089999999999997,1,,20,1,7,18
2018-01-07 12:02:08,1,77,3.315,1,175,3.31,1,,20,1,7,18
2018-01-07 12:02:38,1,80,3.3160000000000003,1,1,3.3110000000000004,1,,20,1,7,18
2018-01-07 12:03:07,1,47,3.3160000000000003,1,175,3.3110000000000004,1,,20,1,7,18
2018-01-07 12:03:37,1,66,3.3169999999999997,1,1,3.312,1,,20,1,7,18
2018-01-07 12:04:07,1,61,3.3169999999999997,1,175,3.312,1,,20,1,7,18
2018-01-07 12:04:37,1,80,3.319,1,1,3.3139999999999996,1,,20,1,7,18
2018-01-07 12:05:07,1,75,3.319,1,175,3.312,1,,20,1,7,18
2018-01-07 12:05:37,1,80,3.32,1,175,3.312,1,,20,1,7,18
2018-01-07 12:06:07,1,59,3.319,1,175,3.3139999999999996,1,,20,1,7,18
2018-01-07 12:06:36,1,47,3.319,1,208,3.3139999999999996,1,,20,1,7,18
2018-01-07 12:07:06,1,80,3.32,1,1,3.315,1,,20,1,9,17
2018-01-07 12:07:36,1,80,3.32,1,1,3.315,1,,20,1,9,17
2018-01-07 12:08:06,1,80,3.32,1,175,3.315,1,,20,1,9,17
2018-01-07 12:08:36,1,47,3.32,1,1,3.315,1,,20,1,9,17
2018-01-07 12:09:06,1,80,3.321,1,1,3.315,1,,20,1,9,17
2018-01-07 12:09:36,1,47,3.32,1,175,3.315,1,,21,1,9,17
2018-01-07 12:10:05,1,52,3.32,1,175,3.315,1,,21,1,9,17
2018-01-07 12:10:35,1,80,3.321,1,181,3.315,1,,21,1,9,17
2018-01-07 12:11:05,1,52,3.321,1,1,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:11:35,1,80,3.321,1,1,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:12:06,1,80,3.321,1,1,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:12:36,1,80,3.321,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:13:06,1,59,3.321,1,7,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:13:35,1,52,3.321,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:14:05,1,51,3.321,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:14:34,1,47,3.321,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:15:04,1,59,3.321,1,2,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:15:34,1,80,3.322,1,1,3.3169999999999997,1,,21,1,9,17
2018-01-07 12:16:04,1,51,3.321,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:16:35,1,44,3.321,1,1,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:17:04,1,52,3.322,1,2,3.3169999999999997,1,,21,1,9,17
2018-01-07 12:17:34,1,80,3.322,1,175,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:18:04,1,80,3.322,1,1,3.3169999999999997,1,,21,1,9,17
2018-01-07 12:18:34,1,50,3.321,1,1,3.3169999999999997,1,,21,1,9,17
2018-01-07 12:19:03,1,80,3.322,1,1,3.3169999999999997,1,,21,1,8,17
2018-01-07 12:19:33,1,80,3.322,1,177,3.3160000000000003,1,,21,1,9,17
2018-01-07 12:20:04,1,80,3.322,1,1,3.3169999999999997,1,,21,1,8,17
2018-01-07 12:20:33,1,45,3.321,1,1,3.3169999999999997,1,,21,1,8,17
2018-01-07 12:21:03,1,80,3.322,1,175,3.3169999999999997,1,,21,1,8,17
2018-01-07 12:21:33,1,59,3.322,1,2,3.3169999999999997,1,,21,1,8,17
2018-01-07 12:22:03,1,80,3.319,1,1,3.31,1,,21,1,8,17
2018-01-07 12:22:33,1,66,3.3169999999999997,1,1,3.293,1,,21,1,8,17
2018-01-07 12:23:03,1,81,3.3089999999999997,1,176,3.2769999999999997,1,,21,1,8,17
2018-01-07 12:23:33,1,133,3.304,1,13,3.26,1,,21,1,8,17
2018-01-07 12:24:02,1,66,3.3110000000000004,1,175,3.305,1,,21,1,8,17
2018-01-07 12:24:32,1,21,3.3139999999999996,1,162,3.293,1,,21,1,8,17
2018-01-07 12:25:02,1,4,3.282,1,209,3.217,1,,21,1,8,17
2018-01-07 12:25:32,1,118,3.293,1,6,3.234,1,,21,1,8,17
2018-01-07 12:26:02,1,72,3.302,1,177,3.2910000000000004,1,,21,1,8,17
2018-01-07 12:26:32,1,66,3.305,1,7,3.299,1,,21,1,9,17
2018-01-07 12:27:02,1,75,3.3089999999999997,1,7,3.303,1,,21,1,9,17
2018-01-07 12:27:31,1,164,3.3089999999999997,1,154,3.1839999999999997,1,,21,1,9,17
2018-01-07 12:28:01,1,80,3.304,1,194,3.292,1,,21,1,9,17
2018-01-07 12:28:31,1,77,3.3089999999999997,1,1,3.304,1,,21,1,9,17
2018-01-07 12:29:01,1,26,3.304,1,91,3.258,1,,21,1,9,17
2018-01-07 12:29:31,1,112,3.282,1,36,3.216,1,,21,1,9,17
2018-01-07 12:30:02,1,88,3.332,1,18,3.2319999999999998,1,,21,1,9,17
2018-01-07 12:30:32,1,82,3.278,1,175,3.225,1,,21,1,9,17
2018-01-07 12:31:02,1,130,3.295,1,5,3.287,1,,21,1,9,17
2018-01-07 12:31:30,1,62,3.302,1,7,3.2939999999999996,1,,21,1,9,17
2018-01-07 12:32:00,1,22,3.305,1,177,3.299,1,,21,1,9,17
2018-01-07 12:32:30,1,79,3.306,1,168,3.176,1,,21,1,9,17
2018-01-07 12:33:00,1,66,3.3,1,150,3.292,1,,21,1,9,17
2018-01-07 12:33:31,1,133,3.302,1,50,3.284,1,,21,1,9,17
2018-01-07 12:34:01,1,113,3.3360000000000003,1,150,3.177,1,,21,1,7,18
2018-01-07 12:34:31,1,160,3.287,1,33,3.215,1,,21,1,7,18
2018-01-07 12:35:00,1,133,3.293,1,216,3.283,1,,21,1,9,17
2018-01-07 12:35:30,1,130,3.302,1,5,3.292,1,,21,1,7,18
2018-01-07 12:35:59,1,77,3.305,1,9,3.247,1,,21,1,7,18
2018-01-07 12:36:29,1,130,3.3,1,1,3.292,1,,21,1,9,17
2018-01-07 12:36:59,1,66,3.303,1,150,3.293,1,,21,1,9,17
2018-01-07 12:37:29,1,77,3.3080000000000003,1,177,3.3,1,,21,1,9,17
2018-01-07 12:38:00,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 12:38:29,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 12:38:58,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 12:39:29,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 12:40:01,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 12:40:30,1,80,3.3089999999999997,1,2,3.303,1,,21,1,9,17
2018-01-07 13:23:55,1,52,3.322,1,175,3.3169999999999997,1,,20,1,7,17
2018-01-07 13:24:24,1,62,3.323,1,175,3.319,1,,20,1,7,17
2018-01-07 13:24:53,1,81,3.321,1,33,3.3110000000000004,1,,20,1,7,17
2018-01-07 13:25:23,1,77,3.3080000000000003,1,56,3.299,1,,20,1,7,17
2018-01-07 13:25:53,1,66,3.3160000000000003,1,175,3.31,1,,20,1,7,17
2018-01-07 13:26:23,1,77,3.319,1,7,3.3139999999999996,1,,20,1,7,17
2018-01-07 13:26:53,1,62,3.32,1,175,3.315,1,,20,1,7,17
2018-01-07 13:27:23,1,20,3.319,1,9,3.259,1,,20,1,7,17
2018-01-07 13:27:53,1,81,3.31,1,36,3.303,1,,20,1,7,17
2018-01-07 13:28:23,1,81,3.315,1,154,3.2310000000000003,1,,20,1,7,17
2018-01-07 13:28:53,1,88,3.293,1,33,3.239,1,,20,1,7,17
2018-01-07 13:29:24,1,134,3.286,1,36,3.177,1,,20,1,7,17
2018-01-07 13:29:54,1,185,3.312,1,160,3.2089999999999996,1,,20,1,7,17
2018-01-07 13:30:24,1,21,3.286,1,162,3.201,1,,20,1,7,17
2018-01-07 13:30:53,1,21,3.2769999999999997,1,154,3.214,1,,20,1,7,17
2018-01-07 13:31:22,1,95,3.372,1,53,3.21,1,,20,1,7,17
2018-01-07 13:31:52,1,14,3.24,1,160,3.1260000000000003,1,,20,1,7,17
2018-01-07 13:32:22,1,48,3.3,1,108,3.034,1,,20,1,8,17
2018-01-07 13:32:52,1,81,3.273,1,175,3.262,1,,21,1,8,17
2018-01-07 13:33:23,1,130,3.281,1,177,3.2710000000000004,1,,21,1,9,17
2018-01-07 13:33:52,1,75,3.284,1,91,3.2439999999999998,1,,21,1,9,17
2018-01-07 13:34:22,1,81,3.287,1,36,3.2769999999999997,1,,21,1,9,17
2018-01-07 13:34:52,1,39,3.261,1,36,3.181,1,,21,1,9,17
2018-01-07 13:35:21,1,99,3.272,1,53,3.1660000000000004,1,,21,1,9,17
2018-01-07 13:35:51,1,137,3.283,1,108,3.214,1,,21,1,9,17
2018-01-07 13:36:21,1,136,3.295,1,160,3.1180000000000003,1,,21,1,9,17
2018-01-07 13:36:51,1,132,3.273,1,177,3.262,1,,21,1,9,17
2018-01-07 13:37:22,1,77,3.281,1,6,3.272,1,,21,1,9,17
2018-01-07 13:37:51,1,77,3.284,1,31,3.255,1,,21,1,9,17
2018-01-07 13:38:21,1,66,3.283,1,177,3.273,1,,21,1,9,17
2018-01-07 13:38:51,1,134,3.2760000000000002,1,56,3.228,1,,21,1,9,17
2018-01-07 13:39:21,1,140,3.273,1,134,3.2110000000000003,1,,21,1,9,17
2018-01-07 13:39:51,1,166,3.2939999999999996,1,177,3.159,1,,21,1,9,17
2018-01-07 13:40:21,1,130,3.278,1,33,3.2689999999999997,1,,21,1,9,17
2018-01-07 13:40:51,1,81,3.282,1,177,3.272,1,,21,1,9,17
2018-01-07 13:41:20,1,48,3.284,1,54,3.2060000000000004,1,,21,1,9,17
2018-01-07 13:41:50,1,66,3.293,1,175,3.198,1,,21,1,9,17
2018-01-07 13:42:20,1,22,3.2769999999999997,1,154,3.21,1,,21,1,9,17
2018-01-07 13:42:50,1,80,3.278,1,177,3.2689999999999997,1,,21,1,9,17
2018-01-07 13:43:20,1,81,3.282,1,177,3.272,1,,21,1,9,17
2018-01-07 13:43:50,1,130,3.284,1,177,3.275,1,,21,1,9,17
2018-01-07 13:44:20,1,81,3.286,1,177,3.2760000000000002,1,,21,1,9,17
2018-01-07 13:44:49,1,130,3.2880000000000003,1,177,3.2769999999999997,1,,21,1,9,17
2018-01-07 13:45:19,1,47,3.2880000000000003,1,177,3.278,1,,21,1,9,17
2018-01-07 13:45:49,1,79,3.2889999999999997,1,177,3.278,1,,21,1,9,17
2018-01-07 13:46:19,1,106,3.2910000000000004,1,150,3.28,1,,21,1,9,17
2018-01-07 13:46:49,1,130,3.287,1,33,3.275,1,,21,1,9,17
2018-01-07 13:47:20,1,130,3.287,1,36,3.273,1,,21,1,9,17
2018-01-07 13:47:50,1,22,3.2760000000000002,1,44,3.2110000000000003,1,,21,1,9,17
2018-01-07 13:48:18,1,81,3.286,1,66,3.237,1,,21,1,9,17
2018-01-07 13:48:48,1,130,3.287,1,92,3.248,1,,21,1,9,17
2018-01-07 13:49:18,1,141,3.2969999999999997,1,6,3.262,1,,21,1,9,17
2018-01-07 13:49:48,1,193,3.253,1,107,3.035,1,,21,1,9,17
2018-01-07 13:50:19,1,81,3.2689999999999997,1,2,3.261,1,,21,1,7,18
2018-01-07 13:50:49,1,77,3.275,1,177,3.267,1,,21,1,7,18
2018-01-07 13:51:18,1,130,3.278,1,16,3.2710000000000004,1,,21,1,7,18
2018-01-07 13:51:48,1,142,3.28,1,216,3.1830000000000003,1,,21,1,9,17
2018-01-07 13:52:17,1,178,3.286,1,1,3.262,1,,21,1,7,18
